,Credit_Score
89168,Standard
89169,Good
89170,Good
89171,Good
89172,Good
89173,Standard
89174,Good
89175,Standard
89176,Poor
89177,Poor
89178,Poor
89179,Poor
89180,Poor
89181,Poor
89182,Standard
89183,Poor
89184,Good
89185,Good
89186,Good
89187,Good
89188,Good
89189,Good
89190,Good
89191,Good
89192,Standard
89193,Standard
89194,Standard
89195,Standard
89196,Standard
89197,Standard
89198,Standard
89199,Standard
89200,Standard
89201,Standard
89202,Standard
89203,Good
89204,Good
89205,Good
89206,Good
89207,Good
89208,Good
89209,Good
89210,Good
89211,Good
89212,Good
89213,Good
89214,Good
89215,Good
89216,Standard
89217,Standard
89218,Standard
89219,Standard
89220,Standard
89221,Standard
89222,Standard
89223,Standard
89224,Good
89225,Good
89226,Good
89227,Good
89228,Good
89229,Good
89230,Standard
89231,Standard
89232,Standard
89233,Standard
89234,Standard
89235,Standard
89236,Standard
89237,Standard
89238,Standard
89239,Standard
89240,Standard
89241,Standard
89242,Standard
89243,Standard
89244,Standard
89245,Standard
89246,Standard
89247,Standard
89248,Poor
89249,Poor
89250,Poor
89251,Standard
89252,Poor
89253,Poor
89254,Poor
89255,Poor
89256,Poor
89257,Poor
89258,Poor
89259,Poor
89260,Poor
89261,Poor
89262,Standard
89263,Standard
89264,Poor
89265,Poor
89266,Poor
89267,Standard
89268,Poor
89269,Poor
89270,Standard
89271,Standard
89272,Good
89273,Good
89274,Good
89275,Good
89276,Standard
89277,Good
89278,Good
89279,Good
89280,Standard
89281,Standard
89282,Poor
89283,Poor
89284,Poor
89285,Standard
89286,Standard
89287,Poor
89288,Standard
89289,Standard
89290,Standard
89291,Good
89292,Good
89293,Standard
89294,Good
89295,Good
89296,Standard
89297,Standard
89298,Standard
89299,Standard
89300,Standard
89301,Standard
89302,Standard
89303,Standard
89304,Standard
89305,Poor
89306,Poor
89307,Standard
89308,Standard
89309,Standard
89310,Standard
89311,Standard
89312,Standard
89313,Standard
89314,Standard
89315,Poor
89316,Poor
89317,Standard
89318,Poor
89319,Poor
89320,Standard
89321,Standard
89322,Standard
89323,Good
89324,Standard
89325,Good
89326,Good
89327,Good
89328,Standard
89329,Standard
89330,Standard
89331,Standard
89332,Standard
89333,Standard
89334,Standard
89335,Standard
89336,Standard
89337,Standard
89338,Standard
89339,Standard
89340,Standard
89341,Standard
89342,Poor
89343,Poor
89344,Standard
89345,Standard
89346,Standard
89347,Poor
89348,Standard
89349,Poor
89350,Poor
89351,Poor
89352,Poor
89353,Poor
89354,Poor
89355,Poor
89356,Poor
89357,Poor
89358,Standard
89359,Standard
89360,Standard
89361,Standard
89362,Standard
89363,Standard
89364,Standard
89365,Standard
89366,Poor
89367,Poor
89368,Standard
89369,Standard
89370,Standard
89371,Standard
89372,Standard
89373,Standard
89374,Standard
89375,Standard
89376,Poor
89377,Poor
89378,Poor
89379,Poor
89380,Poor
89381,Poor
89382,Standard
89383,Standard
89384,Standard
89385,Poor
89386,Standard
89387,Standard
89388,Standard
89389,Standard
89390,Standard
89391,Standard
89392,Standard
89393,Standard
89394,Standard
89395,Standard
89396,Standard
89397,Standard
89398,Standard
89399,Standard
89400,Poor
89401,Poor
89402,Poor
89403,Standard
89404,Poor
89405,Poor
89406,Standard
89407,Standard
89408,Poor
89409,Standard
89410,Poor
89411,Poor
89412,Poor
89413,Poor
89414,Standard
89415,Poor
89416,Standard
89417,Standard
89418,Standard
89419,Good
89420,Good
89421,Standard
89422,Good
89423,Good
89424,Standard
89425,Good
89426,Good
89427,Good
89428,Good
89429,Good
89430,Good
89431,Standard
89432,Standard
89433,Good
89434,Good
89435,Standard
89436,Standard
89437,Good
89438,Good
89439,Good
89440,Standard
89441,Standard
89442,Standard
89443,Standard
89444,Standard
89445,Standard
89446,Standard
89447,Standard
89448,Standard
89449,Standard
89450,Standard
89451,Standard
89452,Poor
89453,Poor
89454,Standard
89455,Poor
89456,Standard
89457,Standard
89458,Standard
89459,Standard
89460,Standard
89461,Standard
89462,Standard
89463,Standard
89464,Standard
89465,Standard
89466,Standard
89467,Standard
89468,Standard
89469,Standard
89470,Standard
89471,Standard
89472,Standard
89473,Standard
89474,Standard
89475,Standard
89476,Standard
89477,Standard
89478,Standard
89479,Standard
89480,Standard
89481,Standard
89482,Standard
89483,Standard
89484,Standard
89485,Standard
89486,Standard
89487,Standard
89488,Standard
89489,Standard
89490,Standard
89491,Standard
89492,Standard
89493,Standard
89494,Standard
89495,Standard
89496,Standard
89497,Standard
89498,Standard
89499,Standard
89500,Standard
89501,Standard
89502,Poor
89503,Poor
89504,Poor
89505,Poor
89506,Standard
89507,Standard
89508,Standard
89509,Standard
89510,Standard
89511,Standard
89512,Standard
89513,Standard
89514,Standard
89515,Poor
89516,Poor
89517,Poor
89518,Poor
89519,Poor
89520,Poor
89521,Poor
89522,Standard
89523,Poor
89524,Poor
89525,Poor
89526,Poor
89527,Poor
89528,Poor
89529,Poor
89530,Poor
89531,Standard
89532,Standard
89533,Standard
89534,Standard
89535,Standard
89536,Poor
89537,Poor
89538,Poor
89539,Poor
89540,Poor
89541,Poor
89542,Poor
89543,Standard
89544,Standard
89545,Standard
89546,Standard
89547,Good
89548,Good
89549,Good
89550,Good
89551,Standard
89552,Poor
89553,Poor
89554,Poor
89555,Standard
89556,Standard
89557,Standard
89558,Standard
89559,Standard
89560,Poor
89561,Poor
89562,Poor
89563,Poor
89564,Poor
89565,Poor
89566,Poor
89567,Poor
89568,Standard
89569,Standard
89570,Standard
89571,Standard
89572,Standard
89573,Standard
89574,Standard
89575,Standard
89576,Standard
89577,Standard
89578,Standard
89579,Poor
89580,Poor
89581,Poor
89582,Standard
89583,Standard
89584,Standard
89585,Standard
89586,Standard
89587,Standard
89588,Standard
89589,Standard
89590,Standard
89591,Standard
89592,Good
89593,Good
89594,Good
89595,Good
89596,Good
89597,Good
89598,Standard
89599,Good
89600,Standard
89601,Standard
89602,Standard
89603,Standard
89604,Standard
89605,Standard
89606,Standard
89607,Standard
89608,Good
89609,Good
89610,Standard
89611,Good
89612,Good
89613,Standard
89614,Good
89615,Good
89616,Standard
89617,Standard
89618,Standard
89619,Standard
89620,Standard
89621,Standard
89622,Standard
89623,Standard
89624,Standard
89625,Standard
89626,Standard
89627,Standard
89628,Standard
89629,Standard
89630,Standard
89631,Standard
89632,Good
89633,Good
89634,Good
89635,Good
89636,Good
89637,Good
89638,Good
89639,Good
89640,Good
89641,Good
89642,Standard
89643,Good
89644,Good
89645,Good
89646,Good
89647,Good
89648,Standard
89649,Poor
89650,Poor
89651,Standard
89652,Standard
89653,Standard
89654,Standard
89655,Standard
89656,Poor
89657,Poor
89658,Poor
89659,Standard
89660,Poor
89661,Poor
89662,Poor
89663,Poor
89664,Good
89665,Standard
89666,Good
89667,Good
89668,Good
89669,Standard
89670,Good
89671,Good
89672,Poor
89673,Poor
89674,Standard
89675,Poor
89676,Poor
89677,Poor
89678,Poor
89679,Poor
89680,Standard
89681,Standard
89682,Standard
89683,Standard
89684,Standard
89685,Standard
89686,Standard
89687,Standard
89688,Standard
89689,Standard
89690,Standard
89691,Standard
89692,Standard
89693,Standard
89694,Standard
89695,Standard
89696,Standard
89697,Standard
89698,Standard
89699,Standard
89700,Standard
89701,Standard
89702,Standard
89703,Standard
89704,Good
89705,Good
89706,Standard
89707,Standard
89708,Standard
89709,Standard
89710,Standard
89711,Standard
89712,Good
89713,Good
89714,Good
89715,Good
89716,Good
89717,Good
89718,Good
89719,Good
89720,Good
89721,Good
89722,Good
89723,Good
89724,Good
89725,Good
89726,Good
89727,Good
89728,Standard
89729,Standard
89730,Standard
89731,Poor
89732,Poor
89733,Poor
89734,Poor
89735,Poor
89736,Standard
89737,Standard
89738,Standard
89739,Standard
89740,Standard
89741,Standard
89742,Standard
89743,Standard
89744,Poor
89745,Poor
89746,Standard
89747,Poor
89748,Poor
89749,Standard
89750,Poor
89751,Poor
89752,Standard
89753,Standard
89754,Standard
89755,Standard
89756,Standard
89757,Standard
89758,Standard
89759,Poor
89760,Poor
89761,Poor
89762,Poor
89763,Standard
89764,Standard
89765,Standard
89766,Poor
89767,Poor
89768,Standard
89769,Standard
89770,Standard
89771,Standard
89772,Standard
89773,Standard
89774,Good
89775,Standard
89776,Poor
89777,Standard
89778,Poor
89779,Poor
89780,Poor
89781,Poor
89782,Poor
89783,Poor
89784,Standard
89785,Standard
89786,Standard
89787,Standard
89788,Standard
89789,Standard
89790,Standard
89791,Standard
89792,Good
89793,Good
89794,Good
89795,Good
89796,Good
89797,Good
89798,Good
89799,Good
89800,Standard
89801,Standard
89802,Standard
89803,Standard
89804,Standard
89805,Standard
89806,Standard
89807,Standard
89808,Standard
89809,Poor
89810,Poor
89811,Poor
89812,Poor
89813,Poor
89814,Poor
89815,Poor
89816,Standard
89817,Standard
89818,Standard
89819,Standard
89820,Standard
89821,Standard
89822,Standard
89823,Standard
89824,Standard
89825,Standard
89826,Standard
89827,Good
89828,Good
89829,Good
89830,Good
89831,Good
89832,Good
89833,Good
89834,Good
89835,Good
89836,Good
89837,Good
89838,Good
89839,Good
89840,Standard
89841,Standard
89842,Poor
89843,Poor
89844,Poor
89845,Poor
89846,Poor
89847,Poor
89848,Standard
89849,Standard
89850,Standard
89851,Standard
89852,Standard
89853,Standard
89854,Standard
89855,Standard
89856,Poor
89857,Poor
89858,Poor
89859,Poor
89860,Poor
89861,Poor
89862,Standard
89863,Poor
89864,Poor
89865,Standard
89866,Poor
89867,Poor
89868,Standard
89869,Poor
89870,Poor
89871,Poor
89872,Standard
89873,Good
89874,Good
89875,Standard
89876,Standard
89877,Standard
89878,Standard
89879,Standard
89880,Good
89881,Good
89882,Good
89883,Standard
89884,Good
89885,Good
89886,Standard
89887,Good
89888,Good
89889,Good
89890,Good
89891,Good
89892,Standard
89893,Standard
89894,Standard
89895,Standard
89896,Standard
89897,Standard
89898,Standard
89899,Standard
89900,Standard
89901,Standard
89902,Standard
89903,Standard
89904,Standard
89905,Standard
89906,Standard
89907,Standard
89908,Standard
89909,Standard
89910,Standard
89911,Standard
89912,Standard
89913,Standard
89914,Standard
89915,Standard
89916,Standard
89917,Standard
89918,Standard
89919,Standard
89920,Standard
89921,Standard
89922,Standard
89923,Standard
89924,Standard
89925,Standard
89926,Standard
89927,Standard
89928,Standard
89929,Standard
89930,Standard
89931,Standard
89932,Standard
89933,Standard
89934,Standard
89935,Standard
89936,Standard
89937,Good
89938,Standard
89939,Good
89940,Standard
89941,Good
89942,Good
89943,Good
89944,Poor
89945,Poor
89946,Poor
89947,Poor
89948,Poor
89949,Poor
89950,Poor
89951,Poor
89952,Standard
89953,Standard
89954,Standard
89955,Standard
89956,Standard
89957,Standard
89958,Standard
89959,Standard
89960,Standard
89961,Standard
89962,Standard
89963,Poor
89964,Poor
89965,Standard
89966,Poor
89967,Poor
89968,Poor
89969,Poor
89970,Poor
89971,Poor
89972,Poor
89973,Poor
89974,Poor
89975,Poor
89976,Standard
89977,Standard
89978,Standard
89979,Standard
89980,Standard
89981,Standard
89982,Standard
89983,Standard
89984,Good
89985,Standard
89986,Standard
89987,Good
89988,Good
89989,Good
89990,Good
89991,Good
89992,Standard
89993,Standard
89994,Standard
89995,Standard
89996,Standard
89997,Standard
89998,Standard
89999,Standard
90000,Standard
90001,Standard
90002,Standard
90003,Standard
90004,Standard
90005,Standard
90006,Good
90007,Good
90008,Poor
90009,Standard
90010,Poor
90011,Poor
90012,Poor
90013,Poor
90014,Standard
90015,Standard
90016,Standard
90017,Standard
90018,Standard
90019,Standard
90020,Standard
90021,Standard
90022,Standard
90023,Standard
90024,Good
90025,Good
90026,Good
90027,Good
90028,Good
90029,Good
90030,Standard
90031,Standard
90032,Poor
90033,Poor
90034,Poor
90035,Poor
90036,Poor
90037,Poor
90038,Poor
90039,Poor
90040,Standard
90041,Standard
90042,Standard
90043,Standard
90044,Standard
90045,Standard
90046,Standard
90047,Standard
90048,Standard
90049,Standard
90050,Standard
90051,Good
90052,Good
90053,Good
90054,Standard
90055,Standard
90056,Poor
90057,Poor
90058,Poor
90059,Standard
90060,Poor
90061,Poor
90062,Poor
90063,Poor
90064,Poor
90065,Standard
90066,Poor
90067,Poor
90068,Poor
90069,Poor
90070,Poor
90071,Standard
90072,Poor
90073,Poor
90074,Poor
90075,Poor
90076,Poor
90077,Poor
90078,Poor
90079,Poor
90080,Standard
90081,Standard
90082,Standard
90083,Standard
90084,Standard
90085,Standard
90086,Standard
90087,Standard
90088,Standard
90089,Standard
90090,Standard
90091,Standard
90092,Standard
90093,Standard
90094,Standard
90095,Standard
90096,Standard
90097,Standard
90098,Standard
90099,Good
90100,Standard
90101,Good
90102,Good
90103,Good
90104,Standard
90105,Standard
90106,Standard
90107,Standard
90108,Standard
90109,Standard
90110,Standard
90111,Standard
90112,Poor
90113,Standard
90114,Poor
90115,Poor
90116,Poor
90117,Poor
90118,Poor
90119,Poor
90120,Good
90121,Good
90122,Good
90123,Good
90124,Good
90125,Good
90126,Good
90127,Standard
90128,Poor
90129,Poor
90130,Poor
90131,Standard
90132,Poor
90133,Poor
90134,Poor
90135,Poor
90136,Standard
90137,Standard
90138,Standard
90139,Standard
90140,Standard
90141,Standard
90142,Standard
90143,Standard
90144,Standard
90145,Poor
90146,Poor
90147,Standard
90148,Poor
90149,Poor
90150,Poor
90151,Poor
90152,Standard
90153,Standard
90154,Standard
90155,Standard
90156,Standard
90157,Standard
90158,Standard
90159,Standard
90160,Poor
90161,Poor
90162,Poor
90163,Standard
90164,Poor
90165,Poor
90166,Poor
90167,Poor
90168,Standard
90169,Standard
90170,Standard
90171,Standard
90172,Standard
90173,Standard
90174,Standard
90175,Standard
90176,Standard
90177,Standard
90178,Standard
90179,Standard
90180,Standard
90181,Standard
90182,Standard
90183,Standard
90184,Standard
90185,Standard
90186,Poor
90187,Poor
90188,Poor
90189,Standard
90190,Poor
90191,Poor
90192,Standard
90193,Standard
90194,Standard
90195,Poor
90196,Poor
90197,Poor
90198,Poor
90199,Poor
90200,Standard
90201,Standard
90202,Standard
90203,Standard
90204,Standard
90205,Standard
90206,Standard
90207,Standard
90208,Standard
90209,Standard
90210,Standard
90211,Standard
90212,Standard
90213,Standard
90214,Standard
90215,Standard
90216,Good
90217,Good
90218,Standard
90219,Good
90220,Good
90221,Good
90222,Good
90223,Good
90224,Standard
90225,Standard
90226,Standard
90227,Standard
90228,Standard
90229,Standard
90230,Standard
90231,Standard
90232,Poor
90233,Poor
90234,Poor
90235,Poor
90236,Poor
90237,Standard
90238,Poor
90239,Poor
90240,Good
90241,Good
90242,Good
90243,Standard
90244,Standard
90245,Standard
90246,Standard
90247,Standard
90248,Standard
90249,Standard
90250,Standard
90251,Standard
90252,Standard
90253,Standard
90254,Standard
90255,Standard
90256,Standard
90257,Standard
90258,Standard
90259,Standard
90260,Standard
90261,Standard
90262,Standard
90263,Standard
90264,Standard
90265,Standard
90266,Standard
90267,Standard
90268,Standard
90269,Standard
90270,Standard
90271,Standard
90272,Poor
90273,Poor
90274,Poor
90275,Poor
90276,Standard
90277,Poor
90278,Poor
90279,Poor
90280,Standard
90281,Standard
90282,Standard
90283,Standard
90284,Standard
90285,Standard
90286,Standard
90287,Standard
90288,Good
90289,Good
90290,Good
90291,Good
90292,Good
90293,Good
90294,Good
90295,Good
90296,Standard
90297,Standard
90298,Standard
90299,Standard
90300,Standard
90301,Standard
90302,Good
90303,Good
90304,Standard
90305,Poor
90306,Poor
90307,Poor
90308,Poor
90309,Poor
90310,Poor
90311,Poor
90312,Standard
90313,Standard
90314,Standard
90315,Standard
90316,Standard
90317,Standard
90318,Standard
90319,Standard
90320,Poor
90321,Poor
90322,Standard
90323,Poor
90324,Standard
90325,Poor
90326,Poor
90327,Poor
90328,Standard
90329,Standard
90330,Standard
90331,Standard
90332,Standard
90333,Standard
90334,Standard
90335,Standard
90336,Poor
90337,Poor
90338,Poor
90339,Poor
90340,Poor
90341,Standard
90342,Standard
90343,Poor
90344,Poor
90345,Poor
90346,Poor
90347,Poor
90348,Poor
90349,Poor
90350,Poor
90351,Standard
90352,Standard
90353,Standard
90354,Standard
90355,Good
90356,Standard
90357,Good
90358,Standard
90359,Good
90360,Standard
90361,Standard
90362,Standard
90363,Standard
90364,Standard
90365,Standard
90366,Standard
90367,Standard
90368,Poor
90369,Poor
90370,Poor
90371,Poor
90372,Poor
90373,Poor
90374,Poor
90375,Poor
90376,Standard
90377,Standard
90378,Standard
90379,Standard
90380,Standard
90381,Standard
90382,Standard
90383,Standard
90384,Standard
90385,Standard
90386,Standard
90387,Standard
90388,Standard
90389,Standard
90390,Standard
90391,Standard
90392,Poor
90393,Poor
90394,Poor
90395,Poor
90396,Standard
90397,Poor
90398,Poor
90399,Poor
90400,Standard
90401,Standard
90402,Standard
90403,Standard
90404,Standard
90405,Standard
90406,Standard
90407,Standard
90408,Poor
90409,Poor
90410,Poor
90411,Poor
90412,Standard
90413,Poor
90414,Poor
90415,Poor
90416,Good
90417,Good
90418,Good
90419,Good
90420,Good
90421,Standard
90422,Good
90423,Standard
90424,Standard
90425,Standard
90426,Standard
90427,Standard
90428,Standard
90429,Standard
90430,Standard
90431,Standard
90432,Standard
90433,Standard
90434,Standard
90435,Poor
90436,Poor
90437,Poor
90438,Poor
90439,Poor
90440,Good
90441,Standard
90442,Standard
90443,Good
90444,Good
90445,Good
90446,Standard
90447,Standard
90448,Standard
90449,Standard
90450,Standard
90451,Standard
90452,Standard
90453,Standard
90454,Standard
90455,Standard
90456,Good
90457,Good
90458,Standard
90459,Good
90460,Good
90461,Standard
90462,Good
90463,Good
90464,Standard
90465,Standard
90466,Standard
90467,Standard
90468,Standard
90469,Standard
90470,Standard
90471,Standard
90472,Standard
90473,Standard
90474,Standard
90475,Standard
90476,Standard
90477,Standard
90478,Standard
90479,Standard
90480,Standard
90481,Poor
90482,Poor
90483,Standard
90484,Standard
90485,Standard
90486,Standard
90487,Good
90488,Poor
90489,Poor
90490,Standard
90491,Standard
90492,Poor
90493,Poor
90494,Standard
90495,Standard
90496,Good
90497,Good
90498,Good
90499,Standard
90500,Standard
90501,Standard
90502,Standard
90503,Standard
90504,Poor
90505,Poor
90506,Poor
90507,Poor
90508,Poor
90509,Poor
90510,Poor
90511,Poor
90512,Poor
90513,Poor
90514,Poor
90515,Poor
90516,Poor
90517,Poor
90518,Poor
90519,Poor
90520,Standard
90521,Standard
90522,Standard
90523,Standard
90524,Standard
90525,Standard
90526,Standard
90527,Standard
90528,Standard
90529,Standard
90530,Standard
90531,Standard
90532,Standard
90533,Standard
90534,Standard
90535,Standard
90536,Poor
90537,Poor
90538,Poor
90539,Poor
90540,Poor
90541,Poor
90542,Poor
90543,Poor
90544,Standard
90545,Standard
90546,Standard
90547,Poor
90548,Standard
90549,Poor
90550,Poor
90551,Poor
90552,Standard
90553,Standard
90554,Standard
90555,Standard
90556,Standard
90557,Standard
90558,Standard
90559,Standard
90560,Standard
90561,Standard
90562,Standard
90563,Standard
90564,Standard
90565,Standard
90566,Standard
90567,Standard
90568,Standard
90569,Standard
90570,Standard
90571,Standard
90572,Standard
90573,Standard
90574,Good
90575,Good
90576,Poor
90577,Poor
90578,Standard
90579,Poor
90580,Poor
90581,Poor
90582,Standard
90583,Standard
90584,Poor
90585,Poor
90586,Poor
90587,Standard
90588,Poor
90589,Poor
90590,Poor
90591,Poor
90592,Poor
90593,Poor
90594,Poor
90595,Poor
90596,Poor
90597,Poor
90598,Poor
90599,Poor
90600,Standard
90601,Standard
90602,Standard
90603,Standard
90604,Standard
90605,Standard
90606,Standard
90607,Standard
90608,Poor
90609,Standard
90610,Poor
90611,Poor
90612,Poor
90613,Poor
90614,Poor
90615,Standard
90616,Standard
90617,Standard
90618,Standard
90619,Poor
90620,Poor
90621,Poor
90622,Poor
90623,Poor
90624,Standard
90625,Standard
90626,Standard
90627,Poor
90628,Poor
90629,Poor
90630,Poor
90631,Standard
90632,Poor
90633,Poor
90634,Standard
90635,Poor
90636,Poor
90637,Poor
90638,Poor
90639,Poor
90640,Poor
90641,Poor
90642,Poor
90643,Poor
90644,Poor
90645,Poor
90646,Standard
90647,Poor
90648,Poor
90649,Poor
90650,Standard
90651,Poor
90652,Poor
90653,Poor
90654,Poor
90655,Poor
90656,Standard
90657,Standard
90658,Standard
90659,Standard
90660,Standard
90661,Standard
90662,Standard
90663,Standard
90664,Standard
90665,Standard
90666,Standard
90667,Poor
90668,Poor
90669,Poor
90670,Poor
90671,Standard
90672,Good
90673,Good
90674,Good
90675,Good
90676,Good
90677,Good
90678,Standard
90679,Standard
90680,Standard
90681,Standard
90682,Standard
90683,Standard
90684,Standard
90685,Standard
90686,Standard
90687,Standard
90688,Standard
90689,Standard
90690,Standard
90691,Standard
90692,Standard
90693,Standard
90694,Standard
90695,Standard
90696,Standard
90697,Standard
90698,Standard
90699,Standard
90700,Standard
90701,Standard
90702,Poor
90703,Poor
90704,Standard
90705,Standard
90706,Standard
90707,Standard
90708,Poor
90709,Standard
90710,Poor
90711,Poor
90712,Standard
90713,Standard
90714,Standard
90715,Standard
90716,Standard
90717,Standard
90718,Poor
90719,Standard
90720,Standard
90721,Standard
90722,Standard
90723,Standard
90724,Standard
90725,Standard
90726,Standard
90727,Standard
90728,Standard
90729,Standard
90730,Standard
90731,Standard
90732,Standard
90733,Standard
90734,Standard
90735,Standard
90736,Good
90737,Good
90738,Good
90739,Good
90740,Good
90741,Good
90742,Good
90743,Good
90744,Good
90745,Good
90746,Standard
90747,Good
90748,Good
90749,Good
90750,Good
90751,Standard
90752,Standard
90753,Standard
90754,Standard
90755,Standard
90756,Poor
90757,Poor
90758,Poor
90759,Poor
90760,Standard
90761,Standard
90762,Standard
90763,Standard
90764,Standard
90765,Standard
90766,Standard
90767,Standard
90768,Standard
90769,Standard
90770,Standard
90771,Standard
90772,Standard
90773,Standard
90774,Standard
90775,Standard
90776,Standard
90777,Standard
90778,Standard
90779,Standard
90780,Standard
90781,Standard
90782,Standard
90783,Standard
90784,Standard
90785,Standard
90786,Standard
90787,Standard
90788,Standard
90789,Standard
90790,Standard
90791,Standard
90792,Good
90793,Good
90794,Good
90795,Good
90796,Good
90797,Good
90798,Good
90799,Good
90800,Standard
90801,Standard
90802,Standard
90803,Standard
90804,Standard
90805,Standard
90806,Standard
90807,Standard
90808,Poor
90809,Poor
90810,Poor
90811,Poor
90812,Poor
90813,Poor
90814,Poor
90815,Poor
90816,Good
90817,Standard
90818,Good
90819,Good
90820,Good
90821,Standard
90822,Good
90823,Good
90824,Standard
90825,Standard
90826,Standard
90827,Standard
90828,Standard
90829,Standard
90830,Standard
90831,Standard
90832,Standard
90833,Standard
90834,Standard
90835,Standard
90836,Standard
90837,Standard
90838,Standard
90839,Standard
90840,Poor
90841,Poor
90842,Poor
90843,Poor
90844,Poor
90845,Poor
90846,Poor
90847,Standard
90848,Standard
90849,Standard
90850,Standard
90851,Standard
90852,Standard
90853,Standard
90854,Standard
90855,Standard
90856,Good
90857,Good
90858,Standard
90859,Good
90860,Good
90861,Good
90862,Standard
90863,Standard
90864,Good
90865,Good
90866,Standard
90867,Good
90868,Good
90869,Good
90870,Good
90871,Good
90872,Good
90873,Good
90874,Good
90875,Good
90876,Good
90877,Standard
90878,Good
90879,Good
90880,Poor
90881,Poor
90882,Poor
90883,Poor
90884,Poor
90885,Poor
90886,Poor
90887,Poor
90888,Standard
90889,Standard
90890,Standard
90891,Standard
90892,Good
90893,Good
90894,Standard
90895,Good
90896,Poor
90897,Poor
90898,Poor
90899,Poor
90900,Poor
90901,Poor
90902,Poor
90903,Poor
90904,Poor
90905,Poor
90906,Poor
90907,Poor
90908,Standard
90909,Standard
90910,Poor
90911,Poor
90912,Standard
90913,Standard
90914,Standard
90915,Standard
90916,Standard
90917,Standard
90918,Standard
90919,Standard
90920,Standard
90921,Standard
90922,Standard
90923,Standard
90924,Standard
90925,Standard
90926,Standard
90927,Standard
90928,Standard
90929,Standard
90930,Standard
90931,Standard
90932,Standard
90933,Standard
90934,Standard
90935,Standard
90936,Standard
90937,Standard
90938,Standard
90939,Standard
90940,Standard
90941,Standard
90942,Standard
90943,Standard
90944,Poor
90945,Poor
90946,Standard
90947,Poor
90948,Poor
90949,Poor
90950,Standard
90951,Standard
90952,Poor
90953,Standard
90954,Poor
90955,Standard
90956,Standard
90957,Standard
90958,Standard
90959,Poor
90960,Standard
90961,Standard
90962,Standard
90963,Standard
90964,Standard
90965,Standard
90966,Standard
90967,Standard
90968,Poor
90969,Poor
90970,Poor
90971,Poor
90972,Poor
90973,Poor
90974,Poor
90975,Poor
90976,Standard
90977,Standard
90978,Standard
90979,Standard
90980,Standard
90981,Standard
90982,Standard
90983,Standard
90984,Standard
90985,Standard
90986,Standard
90987,Standard
90988,Standard
90989,Standard
90990,Standard
90991,Standard
90992,Standard
90993,Good
90994,Good
90995,Good
90996,Good
90997,Good
90998,Standard
90999,Standard
91000,Poor
91001,Poor
91002,Poor
91003,Poor
91004,Poor
91005,Poor
91006,Poor
91007,Poor
91008,Standard
91009,Standard
91010,Standard
91011,Good
91012,Good
91013,Good
91014,Standard
91015,Standard
91016,Standard
91017,Standard
91018,Standard
91019,Standard
91020,Standard
91021,Standard
91022,Standard
91023,Standard
91024,Standard
91025,Standard
91026,Standard
91027,Standard
91028,Standard
91029,Standard
91030,Standard
91031,Standard
91032,Standard
91033,Standard
91034,Standard
91035,Poor
91036,Poor
91037,Poor
91038,Standard
91039,Standard
91040,Standard
91041,Standard
91042,Standard
91043,Standard
91044,Standard
91045,Standard
91046,Poor
91047,Poor
91048,Standard
91049,Standard
91050,Standard
91051,Standard
91052,Standard
91053,Standard
91054,Standard
91055,Standard
91056,Good
91057,Good
91058,Standard
91059,Good
91060,Standard
91061,Good
91062,Good
91063,Standard
91064,Good
91065,Good
91066,Good
91067,Good
91068,Good
91069,Good
91070,Good
91071,Good
91072,Standard
91073,Standard
91074,Standard
91075,Standard
91076,Standard
91077,Standard
91078,Standard
91079,Standard
91080,Standard
91081,Standard
91082,Standard
91083,Standard
91084,Standard
91085,Standard
91086,Standard
91087,Standard
91088,Good
91089,Good
91090,Good
91091,Good
91092,Good
91093,Good
91094,Standard
91095,Standard
91096,Poor
91097,Poor
91098,Poor
91099,Poor
91100,Poor
91101,Poor
91102,Standard
91103,Standard
91104,Standard
91105,Standard
91106,Standard
91107,Good
91108,Good
91109,Good
91110,Good
91111,Good
91112,Standard
91113,Standard
91114,Standard
91115,Good
91116,Standard
91117,Good
91118,Standard
91119,Standard
91120,Poor
91121,Poor
91122,Poor
91123,Standard
91124,Standard
91125,Standard
91126,Standard
91127,Poor
91128,Good
91129,Good
91130,Good
91131,Good
91132,Good
91133,Good
91134,Standard
91135,Good
91136,Standard
91137,Standard
91138,Standard
91139,Standard
91140,Standard
91141,Standard
91142,Standard
91143,Standard
91144,Standard
91145,Standard
91146,Standard
91147,Standard
91148,Standard
91149,Standard
91150,Standard
91151,Standard
91152,Good
91153,Standard
91154,Good
91155,Good
91156,Good
91157,Good
91158,Good
91159,Good
91160,Standard
91161,Standard
91162,Standard
91163,Standard
91164,Standard
91165,Standard
91166,Poor
91167,Poor
91168,Standard
91169,Standard
91170,Standard
91171,Standard
91172,Standard
91173,Standard
91174,Standard
91175,Standard
91176,Standard
91177,Standard
91178,Standard
91179,Standard
91180,Standard
91181,Standard
91182,Standard
91183,Standard
91184,Good
91185,Good
91186,Good
91187,Good
91188,Good
91189,Good
91190,Good
91191,Good
91192,Standard
91193,Standard
91194,Standard
91195,Standard
91196,Standard
91197,Standard
91198,Standard
91199,Standard
91200,Poor
91201,Poor
91202,Poor
91203,Poor
91204,Poor
91205,Poor
91206,Poor
91207,Standard
91208,Standard
91209,Standard
91210,Standard
91211,Standard
91212,Standard
91213,Standard
91214,Good
91215,Good
